RecordID,Title,Rating,Comment
2529, Looks lovely,5,Looks lovely once filled and put up.
2530, Pretty cheap looking,2,"Joint not great at all, spend a bit more and get a better quality frame"
2531, Cheap and nasty,1,Very poor quality nothing like the discretion
2532, Looks great and fantasic price,5,Looks lovely and arrived quickly.
2533, Very good,5,Very prompt delivery although I had a problem with evri I contacted the seller who messaged back and
2534, Excellent value for a nifty little item!,5,"Needed this to measure a watch strap size around my wrist.It is made of plastic, rolls up into a ver"
2535, It does what you want it to do!,5,An inexpensive measure that does what it is meant to do perfectly!
2536, Very nice tape.,5,"Really pleased with this item, I recommend."
2537, Measures things.....,5,"Measures things for you, probably only need about 5inches for most of you but it goes to 9inches and"
2538, Accurate measure,5,Very clear to read. Seems well built
2539, Fit for purpose,5,Ordered for the school uniform fit. Arrived quickly and fit for its intended use.
2540, Great compact tape measure,5,"Needed a small tape measure and this rolls up small enough to fit anywhere (handbag, purse etc)"
2541, Good value,5,Does the job.
2542, Nicely made,5,Yes it just a tape measure but it’s well made and just what I wanted
2543, Body tape,4,Nothing to dislike easy to use fit for purpose.
2544, Brilliant piece of kit,5,"Brilliant tool for sharpening (Only tried using it to sharpen 1 knife so far, but it came out razor "
2545, Knife sharpener,5,"Quality good, small and easy to use. Great service"
2546, Very good,5,Very good
2547, Great sharpener,5,"Easy to use, secure and sharpens very well"
2548, Works fine,4,Works fine to sharpen most knifes
2549, Nifty and efficient.,5,Excellent for straight knives. A little bit disappointed with result for serrated knives( ie :bread 
2550, Good one,4,Good
2551, No more blunt knives,5,"Initially thought my set of knives needed replacing, but thought I would give this ago since I had a"
2552, Perfect,5,Easy to useVery good quality and suction cuo is very strongSharpens very wemk
2553, Fake or not?,1,I'm not sure that the item I received is genuine. The packaging is different from what I see on the 
2554, Nice heavy duvet,5,"This duvet is heavy!! I have had the best sleep, like a weighted blanket.. I have a cozee home duvet"
2555, 13.5 tog duvet,5,"Lovely fluffed up duvet, warm and cosy to sleep under"
2556, Soft,5,Very soft. Love it
2557, Lumpy and poor quality,1,"Lumpy, poor quality and the size doesn't fit the duvet covers, I'm not sure what standards they used"
2558, Great,5,As expected quick delivery
2559, Good service and very happy with Quilts,5,"I'm happy to leave a positive feedback, had a little problem with order but when I sent message to s"
2560," The king size is too small, shifts around and doesn’t fit",1,"Rubbish, doesn’t fit the covers and slithers around"
2561, Comfy,5,Does what is expectedKeeps you comfortable and warm
2562, Thin and disappointing,2,"Was hoping for a weighty, thick duvet bit this seems thin and cheap. Really disappointed."
2563, Excellent,5,"Fitted perfectly, lovely and warm."
2564, Great product,5,Always rely on vanish and this product is really good just spray on small mark and then run without 
2565, Works much better that I expected,5,given that most don't work at all. Got rid of some old stains I had given up on and now an essential
2566, Cleans carpets well,5,Does the job!
2567, Excellent,5,"Love this stuff for cleaning up small messes on the carpet. Necessary purchase of you have children,"
2568, Useless,1,Doesn’t do anything plus its barely enough for 1 rug. Not worth it at all
2569, Good,5,It does clean the service dirt but if you need a deep clean then not what you need
2570, Works.,4,One can did a 6’ by 4’ deep pile rug. Needed two cans. Did work and would probably use again. You ne
2571, on the fence.,3,"big can, got rid of some carpet stains, smells really nice. comes out the can fast so be prepared. u"
2572, Beware: sticky floor and marks,2,Used it on my carpet floor which left it sticky with a strong chemical smell.
2573, Easy to use.,4,Love this product straight after I use. Easy to use and great scent. Unfortunately stains are starti
2574, don't believe all the hype,1,"If you think this gadget is the answer to high heating bills forget it, very limited , may take chil"
2575, Why do people fall for this?,2,The same old marketing story about a student who invented something. I saw the same style advert abo
2576, This will not fit standard house hold sockets,1,This product will only fit a high mounted socket and not your normal wall mounted sockets which most
2577, Works well,5,Cool. I put this in my basement and the third floor went up one degree. Let's see what the electric 
2578, Noisy,1,Ignore what it says about decibels. You will have to turn tv volume up loudly to drown out the noise
2579, Perfect for the job I wanted,5,Bought for a little added heat to my campervan. Works great with my jackery 500. Will use to just ta
2580, Small but powerful,5,"Looks good, small but powerful in the same time."
2581, Russell Hobbs,4,Very easy to use up to 12 hours timer heats up straight awayTemperature fro 15 to 30.When it reaches
2582, Safety,1,There isn’t sufficient space between the bottom of the device and the floor as per the safety instru
2583, Not great,2,It’s ok for keeping small rooms warm but not for independently heating a room. You also need the out
2584, Beautiful- but dry up quickly,3,"These are gorgeous , easy-to -use pens but they run out sooooo quickly , rendering them a very extra"
2585, Lovely pens,5,Lovely pens. They take a while to get used to but they produce great effects.
2586, Watercolour Brush Pens,5,Lovely gift! A good alternate to conventional paints. Would buy again. Thank you.
2587, Very good for art,4,Pros:Vibrant coloursSimple and easy to useGood for almost all agesGood for base coloursThe black cre
2588, Great item,5,My daughter loves these. She's doing art as a GCSE and she said they have helped with her final piec
2589, Partner loves them,5,"She uses them quite often, she's said that they're excellent and she's got no complaints."
2590, wonderfully easy wau=y to shop,5,"My favourite way to shop, so quick and easy no queuing"
2591, Precision Brush Pens,5,I bought these for my friends birthday and she loved them.
2592, Brilliant pens,4,Great product. Took one star off as no colour names/numbers on pens. It means that after swatching y
2593, as described,5,"ideal for cardmaking, versatile colours"
2594, Thin,1,"Not as good as others on the market, bit thin"
2595, Excellent Product,5,Excellent!! Great Price!!
2596, Great,5,"Very nice, good quality cloths"
2597, Great,5,Love these which I had bought them in different colours
2598, Great for dusting,5,I love these cloths as they’re really good for dusting
2599, Quality is excellent,5,"These are the best cloths I have ever bought, they are so absorbent and versatile as you can use the"
2600, Great cloths,4,Cloths are great I got a pack off black & a pack off grey despite the product information saying tha
2601, very good quality,5,Very good quality
2602, Good,5,Good
2603, Cheaper and better elsewhere,3,They were a lot smaller than I thought but I should have checked sizes on line first. Bought similar
2604, So comfy,5,Quite soft but for me a winner
2605, Poor delivery,2,"Both delivery bags ripped. Glad it wasn’t raining. Considering it is a branded pillow, I expected be"
2606, All that we want,5,Good quality and excellent value
2607, They are just 'ok',3,Arrived compressed so have to shake them profusely to look like a pillow. They are OK. Not the best 
2608, Wonderfully comfortable,5,These are lovely. Very comfortable. One pillow does what I had to use 2 pillows for with my old pill
2609, Delivered on time,5,Good condition and quality product
2610, A lovely medium to firm pillow,5,"A good feeling firm ish feeling pillow, did expect something a bit firmer nut good none the lessNice"
2611, Went flat too quickly,3,"Loved these pillows when I got them, but they went flat in less than a year, even with daily plumpin"
2612, Best pillows,5,Am sleeping well and very comfortable since using these pillows
2613, Thin and useless,1,"These pillows are awful, generously stuffed my eye, they ate thin and limp and there are much better"
2614, Cannot recycle,3,"The manufacturers claim that, after use. the item can be recycled. Do not be fooled. In practice, fo"
2615, Good,4,As describe
2616, Britain filter,4,"Easy to purchase via Amazon, good value for money"
2617, Too expensive,3,When I ordered them they were good value then Amazon cancelled the saying they could get them but wh
2618, Value,5,Does asrequired makes our tap water drinkable Value for money even with postage compared to local sh
2619, No complaints,5,Does exactly what's expected
2620, Good taste in earlier days but fades with time,3,"The BRITA MAXTRA+ filter does an okay job. It fits well in my Aluna jug, but I find it a tad pricey "
