ID,Title,Rating,Comment,asin_number
7668,,4,For this capacity and price you can't go wrong.  I'm not sure what class this is but they recommend higher class for video. I would recommend this product. Good luck,
7669,,5,Great little micro sd card!  The 64 GB of storage is awesome.  Very dependable brand.  I have this brand  for other devices and always works like a charm!,
7670,,5,Works great in my Samsung Note 2 and Samsung Ativ 500T. Just slide it in and nothing else to do!,
7671,,5,Bought this over a month ago and it still works great. been using it in my gopro 3+ snowboarding taking some heavy falls and have had zero issues!,
7672,,5,"Memory arrived intact delivery was fast and I use it now with my galaxy i9505 LTE s4, funciana to perfection and longer will be able to record all my videos",
7673,,4,"I installed this card in a Nook Tablet and attempted to transfer videos to the card from my Windows xp computer - - some transferred okay, others not. Thinking the card was defective I bought another one (same card type) and installed it with the same result. I have had no problems transferring videos to this card from my Windows 7 computer.",
7674,,5,What you buy this for is in there. 32 gb fast writing speed etc. happy with product. no issues yet,
7675,,5,Great for my LG Optimus G and super fast transfer speeds. And no lagging for the games the many 3D games on my android.,
7676,,3,"Bought this for Samsung Galaxy S3 in Fall 2012 and that card works perfectly to this day.  Bought the same card in May 2013 for Galaxy S4 and it continuously mounts and unmounts.  Sometimes it is not even recognized by S4 or PC.  Amazon is awesome and pre-shipped a replacement.  It did the same thing, though.  According to Cnet, Sandisk acknowledged a &#34;manufacturing problem&#34; with these cards back in January 2013.  Said it was fixed, but the bad cards must still be sitting in warehouses.  Returned both and ordered Samsung's 64gb micro sdxc card.  $12 more and slightly slower read/write specs, but works perfectly in S4 and I can't tell the difference in its speeds compared to the Sandisk that works in my S3.",
7677,,5,Great micro SD high speed card for digital photography (I use in Sony HDR-CX160). The 16G storage can be sufficient for a short program.,
7678,,5,"I use it in my Sansa Clip Zip 8GB MP3 player and now I have 40GB for music.The included adapter allows me to remove the card from my player and add and subtract music using a standard card reader on my computer without having to plug in my MP3 player.When I'm done I slip the micro card back into the player, let the MP3 player refresh itself, and I'm good to go.This card is a class 10 unit so it's also good for expansion ports on Video cameras as well.-v-",
7679,,5,"Amazon as the best prices for these, period. I used this card in my Samsung Galaxy Tab 4 8.0.  No issues!",
7680,,5,Good bye video camera. Just stick this in your Galaxy Phone and take high def video all day! TONS of storage for an amazing price!,
7681,,5,"Great speed on both my DSLR and Smartphones. Great Sandisk quality as usual.Although other brands may be cheaper at times, I normally look to Sandisk first, and will usually buy it over other brands unless there is a large price difference.",
7682,,5,Product arrived on time as expected and worked exactly as advertised. A good buy on a product that will be used as part of a surveillance system.,
7683,,5,"I purchased this SanDisk 64 GB memory card so as to get the full benefit for my Samsung Galaxy Note 8.0, when I received it from Amazon, I just inserted it in the Note 8.0, and within seconds, it was recognized (shows as 59.47 GB) and I installed ebooks, Magazines, music, pdf files, photo's and several full length movies and still have much more room to spare.  The price was right and I wanted the 10 UHS-1 speed so as to take full advantage of my Note 8.0.  SanDisk memory cards have never failed me so I'm very pleased with this card.",
7684,,4,with the black friday discount the price is great. i got free shipping by bundling other items to meet (over $35) free shipping. comes in sandisk package so it is nice to know it is not a black market knockoff. i bought 2 of these babies.,
7685,,5,Tons of storage and the read and write speed it an added bonus. Blows people away how quick my phone's ready to take the next pic.,
7686,,5,Sandisk is the best out there and this ultra is even better!  Currently using it on a dashcam I have installed in my vehicle.  Its a shame smart phones seem to be going away with external memory so they can eventually start charging you for cloud storage.,
7687,,5,It works fine so far - easy to quickly upload data on this microSD - bought this for my daughter who uses this with her Samsung Galaxy Note tablet that was also purchased on Amazon - will update if I see issues.,
7688,,5,"I have nothing bad to say about these little guys! They arrived as expected, they fit into the devices and they work as stated! :D",
7689,,5,Works perfectly. I can take the microSDHC from my Galaxy Player and use the adaptor to plug it into my iMac with no problem at all.,
7690,,5,"Works perfect, has no archive issues at all! Looks and feels pretty durable! Recommended for high end video and photography devices!",
7691,,5,"I have tried to copy out the files and it is an astonishingly 40MB/s  Not sure why others are getting such low speed read but it think it is the computer.  Mine is running Core i7, SSD and 16GB ram.  Probably it is why so.  Nevertheless, will see how durable is this microsd card.",
7692,,5,I bought this awhile back. and I must say it worked just fine and exactly what I needed. its nice.,
7693,,5,I have it more then half of year now and still can not believe how they manage to fit 64GB on that small piece of plastic.. :),
7694,,3,It writes according to SanDisk app test only with the speed of 16mb/second. I have expected a little more than that.,
7695,,5,Perfect and fast. This microsdxc is just what I need for my surface tablet. Just plug and play operation with no issues.,
7696,,1,"32 gb card is unredable...tablet cant read it, camera cant read it... Unable to format it... And  i dont havve 20 words...I have 30$ less...",
